,DATA INICIAL,DATA FINAL,REGIÃO,ESTADO,PRODUTO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA,MARGEM MÉDIA REVENDA,COEF DE VARIAÇÃO REVENDA,PREÇO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PREÇO MÍNIMO DISTRIBUIÇÃO,PREÇO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO
98055,2018-05-13,2018-05-19,NORDESTE,CEARA,GASOLINA COMUM,216,R$/l,4.584,0.074,4.24,4.829,0.661,0.016,3.923,0.091,3.6004,4.1689,0.023
98206,2018-05-20,2018-05-26,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.607,0.1,4.399,4.98,0.674,0.022,3.933,0.095,3.7989,4.2439,0.024
98352,2018-05-27,2018-06-02,NORDESTE,CEARA,GASOLINA COMUM,46,R$/l,4.856,0.077,4.55,4.95,0.935,0.016,3.921,0.085,3.8679,4.1387,0.022
98498,2018-06-03,2018-06-09,NORDESTE,CEARA,GASOLINA COMUM,217,R$/l,4.784,0.08,4.52,4.959,0.717,0.017,4.067,0.082,3.8769,4.333,0.02
98651,2018-06-10,2018-06-16,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.766,0.078,4.52,4.97,0.673,0.016,4.093,0.069,3.8769,4.2809,0.017
98802,2018-06-17,2018-06-23,NORDESTE,CEARA,GASOLINA COMUM,217,R$/l,4.674,0.072,4.4,4.93,0.691,0.015,3.983,0.059,3.7689,4.1599,0.015
98953,2018-06-24,2018-06-30,NORDESTE,CEARA,GASOLINA COMUM,216,R$/l,4.683,0.064,4.4,4.89,0.629,0.0139999999999999,4.054,0.087,3.8699,4.327,0.021
99103,2018-07-01,2018-07-07,NORDESTE,CEARA,GASOLINA COMUM,219,R$/l,4.637,0.061,4.54,4.799,0.608,0.013,4.029,0.051,3.8979,4.1172,0.013
99252,2018-07-08,2018-07-14,NORDESTE,CEARA,GASOLINA COMUM,219,R$/l,4.612,0.075,4.41,4.87,0.523,0.016,4.089,0.079,3.8627,4.38,0.019
99403,2018-07-15,2018-07-21,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.58,0.09,4.45,4.97,0.565,0.02,4.015,0.07,3.7932,4.128,0.017
99554,2018-07-22,2018-07-28,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.534,0.105,4.42,4.97,0.486,0.023,4.048,0.073,3.7932,4.128,0.018
99706,2018-07-29,2018-08-04,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.492,0.118,4.364,4.89,0.445,0.026,4.047,0.079,3.87,4.3983,0.02
99857,2018-08-05,2018-08-11,NORDESTE,CEARA,GASOLINA COMUM,217,R$/l,4.4830000000000005,0.133,4.347,4.97,0.462,0.03,4.021,0.063,3.87,4.2064,0.016
100008,2018-08-12,2018-08-18,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.39,0.182,4.24,4.97,0.388,0.0409999999999999,4.002,0.058,3.8591,4.1389,0.014
100158,2018-08-19,2018-08-25,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.405,0.184,4.239,4.96,0.377,0.042,4.028,0.041,3.8591,4.1389,0.01
100307,2018-08-26,2018-09-01,NORDESTE,CEARA,GASOLINA COMUM,217,R$/l,4.404,0.171,4.24,4.98,0.403,0.039,4.001,0.063,3.8679,4.1678,0.016
100458,2018-09-02,2018-09-08,NORDESTE,CEARA,GASOLINA COMUM,219,R$/l,4.553,0.114,4.26,4.98,0.493,0.025,4.06,0.059,3.8735,4.2189,0.015
100609,2018-09-09,2018-09-15,NORDESTE,CEARA,GASOLINA COMUM,217,R$/l,4.677,0.119,4.49,4.99,0.594,0.025,4.083,0.075,3.8967,4.2398,0.018
100761,2018-09-16,2018-09-22,NORDESTE,CEARA,GASOLINA COMUM,217,R$/l,4.681,0.109,4.499,4.99,0.52,0.023,4.161,0.078,3.9768,4.3805,0.019
100911,2018-09-23,2018-09-29,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.757,0.067,4.59,4.99,0.449,0.0139999999999999,4.308,0.07,4.1349,4.4505,0.016
101060,2018-09-30,2018-10-06,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.75,0.081,4.59,4.99,0.533,0.017,4.217,0.098,4.0568,4.4505,0.023
101209,2018-10-07,2018-10-13,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.768,0.076,4.649,4.99,0.512,0.016,4.256,0.058,4.1789,4.44,0.014
101359,2018-10-14,2018-10-20,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.78,0.073,4.649,4.999,0.478,0.015,4.302,0.053,4.1769,4.44,0.012
101510,2018-10-21,2018-10-27,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.758,0.087,4.59,4.999,0.486,0.018,4.272,0.058,4.04,4.4867,0.014
101660,2018-10-28,2018-11-03,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.709,0.108,4.56,4.999,0.526,0.023,4.183,0.077,4.04,4.4867,0.018
101809,2018-11-04,2018-11-10,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.678,0.1119999999999999,4.499,4.999,0.551,0.024,4.127,0.102,3.8675,4.3966,0.025
101958,2018-11-11,2018-11-17,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.69,0.108,4.54,4.999,0.62,0.023,4.07,0.11,3.8627,4.3966,0.027
102108,2018-11-18,2018-11-24,NORDESTE,CEARA,GASOLINA COMUM,220,R$/l,4.629,0.089,4.53,4.94,0.571,0.019,4.058,0.08,3.9479,4.2389,0.02
102257,2018-11-25,2018-12-01,NORDESTE,CEARA,GASOLINA COMUM,219,R$/l,4.615,0.1009999999999999,4.47,4.97,0.621,0.022,3.994,0.101,3.869,4.2389,0.025
102407,2018-12-02,2018-12-08,NORDESTE,CEARA,GASOLINA COMUM,216,R$/l,4.56,0.109,4.39,4.979,0.613,0.024,3.947,0.061,3.6675,4.2168,0.015
102556,2018-12-09,2018-12-15,NORDESTE,CEARA,GASOLINA COMUM,216,R$/l,4.507,0.124,4.339,4.979,0.574,0.0279999999999999,3.933,0.048,3.8567,4.2168,0.012
102705,2018-12-16,2018-12-22,NORDESTE,CEARA,GASOLINA COMUM,220,R$/l,4.393,0.16,4.23,4.899,0.51,0.036,3.883,0.039,3.7689,3.9729,0.01
102855,2018-12-23,2018-12-29,NORDESTE,CEARA,GASOLINA COMUM,220,R$/l,4.453,0.131,4.23,4.899,0.541,0.0289999999999999,3.912,0.057,3.7542,4.0575,0.015
103006,2018-12-30,2019-01-05,NORDESTE,CEARA,GASOLINA COMUM,217,R$/l,4.359,0.165,4.17,4.89,0.496,0.038,3.863,0.081,3.6689,4.0655,0.021
103154,2019-01-06,2019-01-12,NORDESTE,CEARA,GASOLINA COMUM,216,R$/l,4.322,0.179,4.138999999999999,4.89,0.488,0.0409999999999999,3.834,0.086,3.7469,4.0655,0.022
103304,2019-01-13,2019-01-19,NORDESTE,CEARA,GASOLINA COMUM,220,R$/l,4.247,0.206,3.84,4.999,0.429,0.049,3.818,0.054,3.7329,3.9729,0.014
103454,2019-01-20,2019-01-26,NORDESTE,CEARA,GASOLINA COMUM,220,R$/l,4.2410000000000005,0.203,3.84,4.999,0.415,0.048,3.826,0.062,3.6586,3.9729,0.016
103604,2019-01-27,2019-02-02,NORDESTE,CEARA,GASOLINA COMUM,217,R$/l,4.194,0.216,3.86,4.779,0.418,0.052,3.776,0.084,3.5681,3.9519,0.022
103754,2019-02-03,2019-02-09,NORDESTE,CEARA,GASOLINA COMUM,217,R$/l,4.17,0.225,3.86,4.779,0.385,0.054,3.785,0.078,3.5681,4.0185,0.021
103906,2019-02-10,2019-02-16,NORDESTE,CEARA,GASOLINA COMUM,220,R$/l,4.155,0.226,3.842,4.799,0.397,0.054,3.758,0.084,3.49,3.9368,0.022
104056,2019-02-17,2019-02-23,NORDESTE,CEARA,GASOLINA COMUM,220,R$/l,4.137,0.233,3.85,4.799,0.305,0.0559999999999999,3.832,0.087,3.5469,3.9579,0.023
104207,2019-02-24,2019-03-02,NORDESTE,CEARA,GASOLINA COMUM,221,R$/l,4.523,0.107,3.99,4.79,0.715,0.024,3.808,0.075,3.5645,4.0001,0.02
104357,2019-03-03,2019-03-09,NORDESTE,CEARA,GASOLINA COMUM,221,R$/l,4.534,0.085,4.09,4.75,0.718,0.019,3.816,0.073,3.5649,4.0001,0.019
104506,2019-03-10,2019-03-16,NORDESTE,CEARA,GASOLINA COMUM,219,R$/l,4.566,0.057,4.079,4.799,0.63,0.012,3.936,0.061,3.8369,4.0939,0.015
104656,2019-03-17,2019-03-23,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.575,0.039,4.399,4.73,0.636,0.009,3.939,0.062,3.847,4.1918,0.016
104805,2019-03-24,2019-03-30,NORDESTE,CEARA,GASOLINA COMUM,221,R$/l,4.563,0.043,4.42,4.75,0.579,0.009,3.984,0.071,3.8697,4.1769,0.018
104956,2019-03-31,2019-04-06,NORDESTE,CEARA,GASOLINA COMUM,221,R$/l,4.571000000000001,0.062,4.17,4.79,0.552,0.0139999999999999,4.019,0.073,3.8769,4.2257,0.018
105105,2019-04-07,2019-04-13,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.595,0.054,4.54,4.85,0.577,0.012,4.018,0.108,3.869,4.1867,0.027
105256,2019-04-14,2019-04-20,NORDESTE,CEARA,GASOLINA COMUM,217,R$/l,4.725,0.075,4.54,4.84,0.59,0.016,4.135,0.081,3.916,4.2569,0.02
105407,2019-04-21,2019-04-27,NORDESTE,CEARA,GASOLINA COMUM,221,R$/l,4.751,0.046,4.45,4.92,0.663,0.01,4.088,0.076,3.8976,4.3168,0.019
105558,2019-04-28,2019-05-04,NORDESTE,CEARA,GASOLINA COMUM,221,R$/l,4.755,0.05,4.45,4.92,0.67,0.011,4.085,0.068,3.8697,4.2088,0.017
105710,2019-05-05,2019-05-11,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.7780000000000005,0.064,4.59,4.96,0.588,0.013,4.19,0.091,4.0338,4.3909,0.022
105860,2019-05-12,2019-05-18,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.779,0.068,4.59,4.96,0.542,0.0139999999999999,4.237,0.09,4.0338,4.3468,0.021
106010,2019-05-19,2019-05-25,NORDESTE,CEARA,GASOLINA COMUM,221,R$/l,4.677,0.135,4.55,4.979,0.543,0.0289999999999999,4.134,0.094,3.9897,4.3968,0.023
106161,2019-05-26,2019-06-01,NORDESTE,CEARA,GASOLINA COMUM,221,R$/l,4.731,0.114,4.559,4.99,0.566,0.024,4.165,0.077,3.9954,4.3176,0.018
106310,2019-06-02,2019-06-08,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.6530000000000005,0.126,4.54,4.96,0.538,0.027,4.115,0.103,3.9548,4.3515,0.025
106460,2019-06-09,2019-06-15,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.572,0.172,4.45,4.96,0.533,0.038,4.039,0.125,3.8639,4.3515,0.031
106610,2019-06-16,2019-06-22,NORDESTE,CEARA,GASOLINA COMUM,220,R$/l,4.529,0.136,4.359,4.799,0.524,0.03,4.005,0.131,3.8641,4.3276,0.033
106759,2019-06-23,2019-06-29,NORDESTE,CEARA,GASOLINA COMUM,221,R$/l,4.461,0.1639999999999999,4.3,4.87,0.426,0.037,4.035,0.102,3.8754,4.3276,0.025
106854,2019-06-30,2019-07-06,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.434,0.179,4.25,4.96,0.455,0.04,3.979,0.123,3.8357,4.3347,0.031
107004,2019-07-07,2019-07-13,NORDESTE,CEARA,GASOLINA COMUM,219,R$/l,4.4,0.185,4.259,4.96,0.416,0.042,3.984,0.117,3.8341,4.3347,0.029
107154,2019-07-14,2019-07-20,NORDESTE,CEARA,GASOLINA COMUM,220,R$/l,4.341,0.169,4.099,4.74,0.43,0.039,3.911,0.076,3.6976,4.1657,0.019
107305,2019-07-21,2019-07-27,NORDESTE,CEARA,GASOLINA COMUM,221,R$/l,4.324,0.182,4.099,4.74,0.4,0.042,3.924,0.068,3.6976,4.1657,0.017
107455,2019-07-28,2019-08-03,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.321,0.189,4.15,4.96,0.382,0.044,3.939,0.085,3.8074,4.3347,0.022
107605,2019-08-04,2019-08-10,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.544,0.117,4.15,4.96,0.543,0.026,4.001,0.085,3.8074,4.3347,0.021
107754,2019-08-11,2019-08-17,NORDESTE,CEARA,GASOLINA COMUM,217,R$/l,4.589,0.086,4.39,5.07,0.576,0.019,4.013,0.073,3.8176,4.1438,0.018
107903,2019-08-18,2019-08-24,NORDESTE,CEARA,GASOLINA COMUM,217,R$/l,4.593,0.081,4.39,5.07,0.562,0.018,4.031,0.072,3.8176,4.1438,0.018
108052,2019-08-25,2019-08-31,NORDESTE,CEARA,GASOLINA COMUM,221,R$/l,4.581,0.084,4.479,4.999,0.595,0.018,3.986,0.065,3.8367,4.3168,0.016
108202,2019-09-01,2019-09-07,NORDESTE,CEARA,GASOLINA COMUM,220,R$/l,4.575,0.091,4.27,4.999,0.573,0.02,4.002,0.062,3.8367,4.1262,0.015
108351,2019-09-08,2019-09-14,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.573,0.077,4.375,4.98,0.566,0.017,4.007,0.099,3.4128,4.1568,0.025
108502,2019-09-15,2019-09-21,NORDESTE,CEARA,GASOLINA COMUM,217,R$/l,4.594,0.089,4.375,4.98,0.539,0.019,4.055,0.081,3.8828,4.389,0.02
108652,2019-09-22,2019-09-28,NORDESTE,CEARA,GASOLINA COMUM,221,R$/l,4.655,0.08,4.499,4.98,0.579,0.017,4.076,0.081,3.8952,4.398,0.02
108803,2019-09-29,2019-10-05,NORDESTE,CEARA,GASOLINA COMUM,221,R$/l,4.657,0.08,4.53,4.98,0.59,0.017,4.067,0.075,3.8952,4.1736,0.018
108954,2019-10-06,2019-10-12,NORDESTE,CEARA,GASOLINA COMUM,216,R$/l,4.65,0.08,4.49,4.95,0.562,0.017,4.088,0.074,3.789,4.22,0.018
109105,2019-10-13,2019-10-19,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.62,0.093,4.47,4.98,0.514,0.02,4.106,0.069,3.9276,4.2195,0.017
109254,2019-10-20,2019-10-26,NORDESTE,CEARA,GASOLINA COMUM,220,R$/l,4.575,0.118,4.429,4.98,0.473,0.026,4.102,0.079,3.927,4.2676,0.019
109406,2019-10-27,2019-11-02,NORDESTE,CEARA,GASOLINA COMUM,221,R$/l,4.507,0.166,4.18,4.98,0.442,0.037,4.065,0.065,3.927,4.2167,0.016
109556,2019-11-03,2019-11-09,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.46,0.186,4.159,4.96,0.399,0.042,4.061,0.068,3.8769,4.21,0.017
109705,2019-11-10,2019-11-16,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.435,0.207,4.159,4.96,0.384,0.047,4.051,0.065,3.8769,4.2019,0.016
109855,2019-11-17,2019-11-23,NORDESTE,CEARA,GASOLINA COMUM,220,R$/l,4.438,0.192,4.15,4.99,0.372,0.043,4.066,0.068,3.8968,4.2197,0.017
110005,2019-11-24,2019-11-30,NORDESTE,CEARA,GASOLINA COMUM,221,R$/l,4.417,0.191,4.17,4.99,0.358,0.043,4.059,0.069,3.8968,4.2197,0.017
110156,2019-12-01,2019-12-07,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.536,0.18,4.19,4.97,0.421,0.04,4.115,0.093,3.8679,4.28,0.023
110306,2019-12-08,2019-12-14,NORDESTE,CEARA,GASOLINA COMUM,219,R$/l,4.654,0.116,4.27,5.07,0.544,0.025,4.11,0.102,3.8679,4.3013,0.025
110458,2019-12-15,2019-12-21,NORDESTE,CEARA,GASOLINA COMUM,221,R$/l,4.687,0.081,4.49,5.07,0.499,0.017,4.188,0.064,3.9789,4.464,0.015
110612,2019-12-22,2019-12-28,NORDESTE,CEARA,GASOLINA COMUM,221,R$/l,4.684,0.082,4.55,4.96,0.481,0.018,4.203,0.067,3.9789,4.3534,0.016
110763,2019-12-29,2020-01-04,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.695,0.078,4.39,4.959,0.475,0.017,4.22,0.06,3.9989,4.3282,0.014
110914,2020-01-05,2020-01-11,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.696,0.074,4.58,4.95,0.474,0.016,4.222,0.064,4.042,4.4211,0.015
111065,2020-01-12,2020-01-18,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.699,0.076,4.59,5.2,0.481,0.016,4.218,0.038,4.129,4.3397,0.009
111218,2020-01-19,2020-01-25,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.694,0.078,4.589,5.2,0.497,0.017,4.197,0.046,4.0301,4.3234,0.011
111371,2020-01-26,2020-02-01,NORDESTE,CEARA,GASOLINA COMUM,221,R$/l,4.687,0.075,4.58,5.2,0.511,0.016,4.176,0.055,4.0317,4.2709,0.013
111524,2020-02-02,2020-02-08,NORDESTE,CEARA,GASOLINA COMUM,221,R$/l,4.685,0.075,4.58,4.99,0.527,0.016,4.158,0.057,3.9959,4.2825,0.014
111676,2020-02-09,2020-02-15,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.689,0.072,4.599,4.99,0.542,0.015,4.147,0.082,3.865,4.4096,0.02
111828,2020-02-16,2020-02-22,NORDESTE,CEARA,GASOLINA COMUM,219,R$/l,4.677,0.078,4.54,4.99,0.539,0.017,4.138,0.083,3.865,4.2868,0.02
111978,2020-02-23,2020-02-29,NORDESTE,CEARA,GASOLINA COMUM,220,R$/l,4.641,0.1,4.27,4.99,0.484,0.022,4.157,0.07,3.9207,4.2769,0.017
112129,2020-03-01,2020-03-07,NORDESTE,CEARA,GASOLINA COMUM,221,R$/l,4.619,0.108,4.27,4.99,0.48,0.023,4.139,0.071,3.9207,4.2769,0.017
112279,2020-03-08,2020-03-14,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.603,0.105,4.48,4.979,0.502,0.023,4.101,0.068,3.8766,4.2533,0.017
112430,2020-03-15,2020-03-21,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.573,0.118,4.399,4.94,0.503,0.026,4.07,0.093,3.8648,4.3938,0.023
112582,2020-03-22,2020-03-28,NORDESTE,CEARA,GASOLINA COMUM,217,R$/l,4.524,0.112,4.29,4.95,0.641,0.025,3.883,0.11,3.5842,4.2653,0.028
112733,2020-03-29,2020-04-04,NORDESTE,CEARA,GASOLINA COMUM,219,R$/l,4.459,0.133,4.289,4.809,0.645,0.03,3.814,0.158,3.3762,4.1607,0.041
112885,2020-04-05,2020-04-11,NORDESTE,CEARA,GASOLINA COMUM,220,R$/l,4.384,0.089,4.19,4.699,0.613,0.02,3.771,0.187,3.3762,4.1633,0.05
113035,2020-04-12,2020-04-18,NORDESTE,CEARA,GASOLINA COMUM,220,R$/l,4.366,0.093,4.139,4.67,0.621,0.021,3.745,0.201,3.42,4.1633,0.054
113187,2020-04-19,2020-04-25,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.195,0.124,3.73,4.49,0.593,0.03,3.602,0.226,3.2122,3.9276,0.063
113339,2020-04-26,2020-05-02,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.004,0.162,3.379,4.43,0.391,0.04,3.613,0.222,3.2122,3.9276,0.061
113490,2020-05-03,2020-05-09,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,3.895,0.146,3.35,4.599,0.568,0.037,3.327,0.189,3.0276,3.6766,0.057
113642,2020-05-10,2020-05-16,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,3.864,0.133,3.379,4.32,0.537,0.034,3.327,0.189,3.0276,3.6766,0.057
113793,2020-05-17,2020-05-23,NORDESTE,CEARA,GASOLINA COMUM,220,R$/l,3.85,0.148,3.37,4.32,0.338,0.038,3.512,0.197,3.3747,3.7563,0.056
113944,2020-05-24,2020-05-30,NORDESTE,CEARA,GASOLINA COMUM,220,R$/l,3.893,0.143,3.435,4.38,0.381,0.037,3.512,0.197,3.3747,3.7563,0.056
114096,2020-05-31,2020-06-06,NORDESTE,CEARA,GASOLINA COMUM,217,R$/l,3.973,0.177,3.57,4.42,0.393,0.045,3.58,0.103,3.4294,3.66,0.029
114248,2020-06-07,2020-06-13,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,3.972,0.176,3.57,4.42,0.391,0.044,3.581,0.103,3.4294,3.66,0.029
114399,2020-06-14,2020-06-20,NORDESTE,CEARA,GASOLINA COMUM,220,R$/l,4.034,0.145,3.69,4.48,-99999.0,0.036,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
114551,2020-06-21,2020-06-27,NORDESTE,CEARA,GASOLINA COMUM,220,R$/l,4.073,0.15,3.75,4.999,-99999.0,0.037,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
114702,2020-06-28,2020-07-04,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.124,0.195,3.51,4.89,0.335,0.047,3.789,0.027,3.7615,3.815,0.007
114853,2020-07-05,2020-07-11,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.144,0.186,3.79,4.999,0.355,0.045,3.789,0.027,3.7615,3.815,0.007
115005,2020-07-12,2020-07-18,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.188,0.196,3.87,4.66,0.307,0.047,3.881,0.105,3.6787,3.9867,0.027
115157,2020-07-19,2020-07-25,NORDESTE,CEARA,GASOLINA COMUM,217,R$/l,4.259,0.184,3.89,4.999,0.377,0.043,3.882,0.11,3.6787,3.9867,0.028
115309,2020-07-26,2020-08-01,NORDESTE,CEARA,GASOLINA COMUM,220,R$/l,4.258,0.193,3.95,4.999,0.368,0.045,3.89,0.073,3.7711,3.9865,0.019
115462,2020-08-02,2020-08-08,NORDESTE,CEARA,GASOLINA COMUM,219,R$/l,4.274,0.187,3.959,4.9,0.386,0.044,3.888,0.075,3.7711,3.9865,0.019
115614,2020-08-09,2020-08-15,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.33,0.188,3.99,4.99,0.551,0.043,3.779,0.017,3.7671,3.791,0.004
115764,2020-08-16,2020-08-22,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.459,0.134,3.99,4.999,0.68,0.03,3.779,0.017,3.7671,3.791,0.004
115941,2020-10-18,2020-10-24,NORDESTE,CEARA,GASOLINA COMUM,97,R$/l,4.567,0.121,4.39,4.799,-99999.0,0.026,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
116116,2020-10-25,2020-10-31,NORDESTE,CEARA,GASOLINA COMUM,101,R$/l,4.495,0.116,4.37,4.79,-99999.0,0.026,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
116289,2020-11-01,2020-11-07,NORDESTE,CEARA,GASOLINA COMUM,101,R$/l,4.496,0.105,4.349,4.699,-99999.0,0.023,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
116464,2020-11-08,2020-11-14,NORDESTE,CEARA,GASOLINA COMUM,91,R$/l,4.472,0.094,4.349,4.77,-99999.0,0.021,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
116641,2020-11-15,2020-11-21,NORDESTE,CEARA,GASOLINA COMUM,94,R$/l,4.519,0.112,4.27,4.699,-99999.0,0.025,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
116817,2020-11-22,2020-11-28,NORDESTE,CEARA,GASOLINA COMUM,135,R$/l,4.54,0.11,4.349,4.89,-99999.0,0.024,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
116991,2020-11-29,2020-12-05,NORDESTE,CEARA,GASOLINA COMUM,131,R$/l,4.56,0.127,4.27,4.899,-99999.0,0.028,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
117165,2020-12-06,2020-12-12,NORDESTE,CEARA,GASOLINA COMUM,139,R$/l,4.746,0.085,4.399,4.899,-99999.0,0.018,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
117339,2020-12-13,2020-12-19,NORDESTE,CEARA,GASOLINA COMUM,149,R$/l,4.76,0.061,4.57,4.899,-99999.0,0.013,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
117511,2020-12-20,2020-12-26,NORDESTE,CEARA,GASOLINA COMUM,114,R$/l,4.777,0.035,4.69,4.959,-99999.0,0.007,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
117688,2020-12-27,2021-01-02,NORDESTE,CEARA,GASOLINA COMUM,141,R$/l,4.758,0.062,4.57,4.999,-99999.0,0.013,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
117862,2021-01-03,2021-01-09,NORDESTE,CEARA,GASOLINA COMUM,143,R$/l,4.764,0.059,4.549,4.98,-99999.0,0.012,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
118037,2021-01-10,2021-01-16,NORDESTE,CEARA,GASOLINA COMUM,151,R$/l,4.752,0.076,4.53,4.98,-99999.0,0.016,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
118213,2021-01-17,2021-01-23,NORDESTE,CEARA,GASOLINA COMUM,142,R$/l,4.738,0.076,4.58,4.99,-99999.0,0.016,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
118389,2021-01-24,2021-01-30,NORDESTE,CEARA,GASOLINA COMUM,151,R$/l,4.759,0.106,4.57,5.08,-99999.0,0.022,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
118565,2021-01-31,2021-02-06,NORDESTE,CEARA,GASOLINA COMUM,129,R$/l,4.961,0.105,4.58,5.279,-99999.0,0.021,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
118742,2021-02-07,2021-02-13,NORDESTE,CEARA,GASOLINA COMUM,154,R$/l,4.987,0.124,3.99,5.34,-99999.0,0.025,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
118919,2021-02-14,2021-02-20,NORDESTE,CEARA,GASOLINA COMUM,155,R$/l,5.135,0.101,4.79,5.34,-99999.0,0.02,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
119097,2021-02-21,2021-02-27,NORDESTE,CEARA,GASOLINA COMUM,137,R$/l,5.235,0.106,4.799,5.53,-99999.0,0.02,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
119274,2021-02-28,2021-03-06,NORDESTE,CEARA,GASOLINA COMUM,117,R$/l,5.241,0.101,5.119,5.749,-99999.0,0.019,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
119454,2021-03-07,2021-03-13,NORDESTE,CEARA,GASOLINA COMUM,147,R$/l,5.492,0.141,4.549,5.899,-99999.0,0.026,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
119634,2021-03-14,2021-03-20,NORDESTE,CEARA,GASOLINA COMUM,147,R$/l,5.515,0.092,5.199,6.039,-99999.0,0.017,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
119812,2021-03-21,2021-03-27,NORDESTE,CEARA,GASOLINA COMUM,148,R$/l,5.502,0.105,5.159,5.899,-99999.0,0.019,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
119990,2021-03-28,2021-04-03,NORDESTE,CEARA,GASOLINA COMUM,150,R$/l,5.488,0.096,5.159,5.899,-99999.0,0.017,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
